SUBTYPE
SPHAtest - Canada Thistle Flea Beetle (Sphaeroderma testaceum) - SNA
SPHAcana - Canada Snail-eating Beetle (Sphaeroderus canadensis) - SU
SPHAniti - Polished Snail-eating Beetle (Sphaeroderus nitidicollis) - S3
SPHAsten - Narrow-mouthed Snail-eating Beetle (Sphaeroderus stenostomus) - S5
SPHEaequ - Clay-coloured Billbug Weevil (Sphenophorus aequalis) - S3
SPHEcall - Southern Corn Billbug (Sphenophorus callosus) - SU
SPHEcari - Nutgrass Billbug (Sphenophorus cariosus) - SU
SPHEcost - Sedge Billbug Weevil (Sphenophorus costipennis) - SU
SPHEparv - Bluegrass Billbug (Sphenophorus parvulus) - SU
SPHEpert - Tenacious Billbug Weevil (Sphenophorus pertinax) - SU
SPHEstri - Groove-winged Billbug Weevil (Sphenophorus striatipennis) - SU
SPHEvena - Hunting Billbug Weevil (Sphenophorus venatus) - SU
SPHEzeae - Timothy Billbug Weevil (Sphenophorus zeae) - SU
SPHIamer - America Cryptic Slime Mould Beetle (Sphindus americanus) - SU
SPHItrin - Trinity Cryptic Slime Mould Beetle (Sphindus trinifer) - S5
SPILarcu - Red-crescented Clown Beetle (Spilodiscus arcuatus) - SU
SPILquad - Four-blistered False Darkling Beetle (Spilotus quadripustulatus) - SU
STAGprof - Deep Death-watch Beetle (Stagetus profundus) - SU
STAPorna - Ornate-rumped Rove Beetle (Staphylinus ornaticauda) - SU
STEGpani - Drugstore Beetle (Stegobium paniceum) - SNA
STELocto - Eight-spotted Sap Beetle (Stelidota octomaculata) - S3
STENcher - Cheryl's Riffle Beetle (Stenelmis cheryl) - SU
STENcren - Notched Riffle Beetle (Stenelmis crenata) - SU
STENmera - Dazzling Riffle Beetle (Stenelmis mera) - SU
STENbadi - Bay Ant-like Rove Beetle (Stenichnus badius) - SU
STENturb - Disturbed Ant-like Rove Beetle (Stenichnus turbatus) - SU
STENcomm - Comma Harp Ground Beetle (Stenolophus comma) - S5
STENfuli - Sooty Harp Ground Beetle (Stenolophus fuliginosus) - S5
STENhumi - Humid Harp Ground Beetle (Stenolophus humidus) - SU
STENochr - Heavy Ochre Harp Ground Beetle (Stenolophus ochropezus) - S5
STENbrev - Short Litter Weevil (Stenoscelis brevis) - SU
STENadve - Unskilled Water Skater (Stenus advena) - SU
STENageu - Aegean Water Skater (Stenus ageus) - SU
STENangu - Narrow Water Skater (Stenus angustus) - SU
STENannu - Ringed Water Skater (Stenus annularis) - SU
STENaust - Austin's Water Skater (Stenus austini) - SU
STENbriv - Brivio's Water Skater (Stenus brivioi) - SU
STENcana - Groovy Water Skater (Stenus canaliculatus) - SU
STENcari - Keel-collared Water Skater (Stenus carinicollis) - SU
STENcase - Casey's Water Skater (Stenus caseyi) - SU
STENclav - Club-horned Water Skater (Stenus clavicornis) - SNA
STENcolo - Colon Water Skater (Stenus colonus) - S5
STENdiss - Dissenting Water Skater (Stenus dissentiens) - SU
STENeryt - Red-footed Water Skater (Stenus erythropus) - S5
STENflav - Yellow-horned Water Skater (Stenus flavicornis) - S5
STENgrat - Gratifying Water Skater (Stenus gratiosus) - S1
STENimma - Unbounded Water Skater (Stenus immarginatus) - SU
STENintr - Shoving Water Skater (Stenus intrusus) - SU
STENjuno - Juno Water Skater (Stenus juno) - S5
STENmamm - Mammops Water Skater (Stenus mammops) - S5
STENpusi - Pygmy Water Skater (Stenus pusillimus) - SU
STENqueb - Quebec Water Skater (Stenus quebecensis) - SU
STENross - Ross' Water Skater (Stenus rossi) - SU
STENscab - Mangy Water Skater (Stenus scabiosus) - SU
STENschw - Schwarz's Water Skater (Stenus schwarzi) - SU
STENsibi - Siberian Water Skater (Stenus sibiricus) - SU
STENspha - Sphere-eyed Water Skater (Stenus sphaerops) - SU
STENstyg - Styx Water Skater (Stenus stygicus) - SU
STENvinn - Lovely Water Skater (Stenus vinnulus) - SU
STEPsubs - Pine Powderpost Beetle (Stephanopachys substriatus) - SU
STEPbrev - Short-clubbed Minute Scavenger Beetle (Stephostethus breviclavis) - SU
STEPlira - Ridged Minute Scavenger Beetle (Stephostethus liratus) - S5
STERalph - Alpha Long-horned Beetle (Sternidius alpha) - SU
STETovat - Oval Flower Weevil (Stethobaris ovata) - SU
STETpunc - Spider Mite Destroyer Lady Beetle (Stethorus punctum) - S4
STETpupu - a Ladybird beetle (Stethorus punctum punctum) - S4
STHEptin - Beach Pure Weevil (Sthereus ptinoides) - SU
STICcana - Red-shouldered Long-horned Beetle (Stictoleptura canadensis) - S5
STICflav - Yellow-footed Rove Beetle (Stictolinus flavipes) - SU
STILapic - Apical Shining Flower Beetle (Stilbus apicialis) - SU
STOMpumi - Smooth Harp Ground Beetle (Stomis pumicatus) - SNA
STRAabbr - Abbreviated Long-horned Beetle (Strangalepta abbreviata) - S5
STRIambi - Ambiguous Minute Rove Beetle (Strigota ambigua) - SU
STROnite - Chestnut Bark Long-horned Beetle (Strophiona nitens) - S3
STROpeni - Penicillate Minute Rove Beetle (Strophogastra penicillata) - SU
STROmela - Nut Leaf Weevil (Strophosoma melanogrammum) - SNA
SUMIinae - Unequal Tortoise Beetle (Sumitrosis inaequalis) - S5
SUMIrose - Leaf Miner Beetle (Sumitrosis rosea) - SU
SUNIconf - Confluent Tomcat Rove Beetle (Sunius confluentus) - S5
SYLVcyli - Cylindrical Click Beetle (Sylvanelater cylindriformis) - S5
SYLVmend - Mendax Click Beetle (Sylvanelater mendax) - SU
SYMPflav - Yellow-collared False Darkling Beetle (Symphora flavicollis) - S4
SYMPrugo - Rugose False Darkling Beetle (Symphora rugosa) - S4
SYNCfuli - Sooty Cylindrical Bark Beetle (Synchita fuliginosa) - SU
SYNCpunc - Punctate Synchronized Bark Beetle (Synchroa punctata) - S4
SYNEexto - Fire Sagacious Leaf Beetle (Syneta extorris) - S5
SYNEferr - Rusty Sagacious Leaf Beetle (Syneta ferruginea) - S5
SYNEpilo - Hairy Leaf Beetle (Syneta pilosa) - SU
SYNObipu - Oak Leaf-rolling Weevil (Synolabus bipustulatus) - SU
SYNSrepa - Uneven Polypore Fungus Beetle (Synstrophus repandus) - SU
SYNTamer - Sunshine Ground Beetle (Syntomus americanus) - S5
SYNUimpu - Uninterrupted Harp Ground Beetle (Synuchus impunctatus) - S5
SYSTfron - Red-headed Flea Beetle (Systena frontalis) - S5
TACHadde - Augmented Crab-like Rove Beetle (Tachinus addendus) - S4
TACHbasa - Reddish-winged Crab-like Rove Beetle (Tachinus basalis) - S5
TACHcort - Bark Crab-like Rove Beetle (Tachinus corticinus) - SNA
TACHfimb - Fimbriated Crab-like Rove Beetle (Tachinus fimbriatus) - S5
TACHfrig - Cool Crab-like Rove Beetle (Tachinus frigidus) - SU
TACHfumi - Smoky-winged Crab-like Rove Beetle (Tachinus fumipennis) - S4
TACHlimb - Edged Crab-like Rove Beetle (Tachinus limbatus) - SU
TACHluri - Pallid Crab-like Rove Beetle (Tachinus luridus) - S5
TACHmemn - Black Stone Crab-like Rove Beetle (Tachinus memnonius) - S5
TACHpici - Black-footed Crab-like Rove Beetle (Tachinus picipes) - S5
TACHqueb - Quebec Crab-like Rove Beetle (Tachinus quebecensis) - SU
TACHrufi - Red-footed Crab-like Rove Beetle (Tachinus rufipes) - SNA
TACHschw - Schwarz's Crab-like Rove Beetle (Tachinus schwarzi) - SU
TACHthru - Thrupp's Crab-like Rove Beetle (Tachinus thruppi) - SU
TACHephi - Caparison Weevil (Tachyerges ephippiatus) - S3
TACHsali - Willow Miner Weevil (Tachyerges salicis) - SU
TACHbore - Boreal Crab-like Rove Beetle (Tachyporus borealis) - SU
TACHcana - Canada Crab-like Rove Beetle (Tachyporus canadensis) - SU
TACHdisp - Dark-bordered Crab-like Rove Beetle (Tachyporus dispar) - SNA
TACHmacu - Translucent Crab-like Rove Beetle (Tachyporus maculicollis) - SU
TACHmexi - Mexico Crab-like Rove Beetle (Tachyporus mexicanus) - SU
TACHnimb - Tundra Crab-like Rove Beetle (Tachyporus nimbicola) - SU
TACHniti - Elegant Crab-like Rove Beetle (Tachyporus nitidulus) - S5
TACHangu - Angular Riverbank Ground Beetle (Tachyta angulata) - S5
TACHamer - American Rove Beetle (Tachyusa americanoides) - SU
TANYlemn - Duckweed Weevil (Tanysphyrus lemnae) - SNA
TAPHgrac - Slim Jewel Beetle (Taphrocerus gracilis) - SU
TASGater - Gloomy Rove Beetle (Tasgius ater) - SNA
TASGmela - Black-tailed Rove Beetle (Tasgius melanarius) - SNA
TELMamer - Burreed Silken Fungus Beetle (Telmatophilus americanus) - SU
TELMtyph - Cattail Silken Fungus Beetle (Telmatophilus typhae) - SNA
TEMNcyan - Copper-blue Leaf-rolling Weevil (Temnocerus cyanellus) - SU
TEMNperp - Perplexing Leaf-rolling Weevil (Temnocerus perplexus) - SU
TENEmoli - Yellow Mealworm (Tenebrio molitor) - SNA
TENEobsc - Dark Mealworm (Tenebrio obscurus) - SNA
TENEcort - Twisted Bark-gnawing Beetle (Tenebroides corticalis) - SU
TENEmaur - Cadelle (Tenebroides mauritanicus) - SU
TETAangu - Angular Tomcat Rove Beetle (Tetartopeus angularis) - SU
TETAcapt - Pitted Wetland Rove Beetle (Tetartopeus captiosus) - SU
TETAfurv - Boreal Wetland Rove Beetle (Tetartopeus furvulus) - SU
TETAlacu - Lakeshore Tomcat Rove Beetle (Tetartopeus lacustris) - SU
TETAnige - Black Wetland Rove Beetle (Tetartopeus niger) - SU
TETAniti - Shiny Tomcat Rove Beetle (Tetartopeus nitidulus) - SU
TETArubr - Red-winged Tomcat Rove Beetle (Tetartopeus rubripennis) - SU
TETRtess - Tesselated Polypore Fungus Beetle (Tetratoma tesselata) - S4
TETRcinn - Eastern Larch Borer (Tetropium cinnamopterum) - S5
TETRfusc - Brown Spruce Longhorn Beetle (Tetropium fuscum) - SNA
TETRschw - Schwarz's Long-horned Beetle (Tetropium schwarzianum) - SU
TETRprae - Scorched Long-horned Beetle (Tetrops praeusta) - SNA
TEUCfoss - Digger Small Dung Beetle (Teuchestes fossor) - SNA
THANdubi - Wavering Checkered Beetle (Thanasimus dubius) - S5
THANform - Ant-loving Checkered Beetle (Thanasimus formicarius) - SNA
THANunda - Wavy Checkered Beetle (Thanasimus undatulus) - S5
THANlapp - Northern Carrion Beetle (Thanatophilus lapponicus) - S4S5
THESberg - Ridgewinged Fungus Beetle (Thes bergrothi) - SNA
THYLcont - Odd Beetle (Thylodrias contractus) - SNA
THYMmarg - Bordered Bark-gnawing Beetle (Thymalus marginicollis) - S5
TOMOline - Lined Tumbling Flower Beetle (Tomoxia lineella) - SU
TOURbima - Two-spotted Brachycerid Weevil (Tournotaris bimaculata) - S2
TRACaspe - Rough Flower Longhorn Beetle (Trachysida aspera) - S3
TRACmuta - Variable Flower Longhorn Beetle (Trachysida mutabilis) - S5
TRAGharr - Harris' Gladiator Longhorn Beetle (Tragosoma harrisii) - S5
TRECapic - Apex Ground Beetle (Trechus apicalis) - S3
TRECcras - Thick-scaped Riverbank Ground Beetle (Trechus crassiscapus) - SU
TRECquad - Four-striated Riverbank Ground Beetle (Trechus quadristriatus) - SNA
TRECrube - Tawny Riverbank Ground Beetle (Trechus rubens) - SNA
TRIAvacu - Vacuous Case-bearing Leaf Beetle (Triachus vacuus) - SU
TRIBauda - American Black Flour Beetle (Tribolium audax) - SNA
TRIBcast - Red Flour Beetle (Tribolium castaneum) - SU
TRIBconf - Confused Flour Beetle (Tribolium confusum) - SU
TRIBdest - Large Flour Beetle (Tribolium destructor) - SNA
TRIBmade - European Black Flour Beetle (Tribolium madens) - SNA
TRICcent - Central Straight-snouted Weevil (Trichapion centrale) - SU
TRICassi - Bee-mimic Beetle (Trichiotinus assimilis) - S4S5
TRICpilo - Ottawa Minute Rove Beetle (Trichiusa pilosa) - SU
TRICalni - Eastern Flea Beetle (Tricholochmaea alni) - SU
TRICcavi - Cherry Leaf Beetle (Tricholochmaea cavicollis) - S5
TRICdeco - Grey Willow Flea Beetle (Tricholochmaea decora) - S5
TRICkalm - Dark-horned Flea Beetle (Tricholochmaea kalmiae) - S5
TRICsabl - Sable Island Leaf Beetle (Tricholochmaea sablensis) - SH
TRICspir - Meadowsweet Flea Beetle (Tricholochmaea spiraeae) - S5
TRICtube - Tuberculate Flea Beetle (Tricholochmaea tuberculata) - S5
TRICvacc - Blueberry Leaf Beetle (Tricholochmaea vaccinii) - S5
TRICpili - Hairy-horned Unusual Rove Beetle (Trichophya pilicornis) - SNA
TRIGprox - Proximal Long-horned Beetle (Trigonarthris proxima) - SU
TRIGminn - Minnesota Long-horned Beetle (Trigonarthris subpubescens) - SU
TRIGstri - Striated Ocellate Rove Beetle (Trigonodemus striatus) - SU
TRIGlimb - Bordered Fungus Weevil (Trigonorhinus limbatus) - SU
TRIPdiss - Phony Pleasing Fungus Beetle (Triplax dissimulator) - SU
TRIPflav - Yellow-collared Pleasing Fungus Beetle (Triplax flavicollis) - SU
TRIPfros - Frost's Pleasing Fungus Beetle (Triplax frosti) - SU
TRIPmacr - Thin Pleasing Fungus Beetle (Triplax macra) - SU
TRIPthor - Breastplated Pleasing Fungus Beetle (Triplax thoracica) - S4
TRIRbore - Missouri Goldenrod Flea Beetle (Trirhabda borealis) - S5
TRIRcana - Canada Goldenrod Flea Beetle (Trirhabda canadensis) - S5
TRIRvirg - Striped Goldenrod Flea Beetle (Trirhabda virgata) - S5
TRITpulc - Red-banded Pleasing Fungus Beetle (Tritoma pulchra) - S5
TRIXcari - Brown-collared Small False Click Beetle (Trixagus carinicollis) - S5
TRIXchev - Chevrolat's Small False Click Beetle (Trixagus chevrolati) - S5
TROGincl - Larger Cabinet Beetle (Trogoderma inclusum) - SNA
TROGorna - Ornate Carpet Beetle (Trogoderma ornatum) - SU
TROGster - Tricoloured Carpet Beetle (Trogoderma sternale) - SNA
TROPobtu - Obtuse Broad-nosed Weevil (Tropiphorus obtusus) - SNA
TROPterr - Terrestrial road-nosed Weevil (Tropiphorus terricola) - SNA
TROPglab - Hairless Water Scavenger Beetle (Tropisternus glaber) - SU
TROPlate - Lateral-banded Water Scavenger Beetle (Tropisternus lateralis) - SU
TROPmixt - Mixed Water Scavenger Beetle (Tropisternus mixtus) - S5
TROXaequ - Even Hide Scarab Beetle (Trox aequalis) - S5
TROXscab - Rough Hide Scarab Beetle (Trox scaber) - SU
TROXunis - One-striated Hide Scarab Beetle (Trox unistriatus) - S5
TROXvari - Smallpox Hide Scarab Beetle (Trox variolatus) - S5
TRYPbetu - Birch Ambrosia Beetle (Trypodendron betulae) - S4
TRYPline - Striped Ambrosia Beetle (Trypodendron lineatum) - S5
TRYPretu - Poplar Ambrosia Beetle (Trypodendron retusum) - SU
TRYPrufi - Red-footed Bark Weevil (Trypodendron rufitarsis) - S5
TRYPstri - Willow Bark Beetle (Trypophloeus striatulus) - SU
TYCHmeli - Sweet Clover Weevil (Tychius meliloti) - SNA
TYCHpici - Clover Seed Weevil (Tychius picirostris) - SNA
TYCHstep - Red Clover Seed Weevil (Tychius stephensi) - SNA
TYCHbyth - Blithe Ant-loving Rove Beetle (Tychobythinus bythinioides) - SU
TYMPpunc - Puncture-collared Rove Beetle (Tympanophorus puncticollis) - SU
TYPHster - Hairy Fungus Beetle (Typhaea stercorea) - SNA
TYPOacut - Thin-tailed Long-horned Beetle (Typocerus acuticauda) - SU
TYPOvelu - Banded Longhorn (Typocerus velutinus) - S5
ULEIdebi - Feeble Silvan Flat Bark Beetle (Uleiota debilis) - SU
ULEIdubi - Dubious Silvan Flat Bark Beetle (Uleiota dubia) - SU
UPIScera - Roughened Darkling Beetle (Upis ceramboides) - S4
URGLquer - Oak Long-horned Beetle (Urgleptes querci) - SU
URGLsign - Lettered Long-horned Beetle (Urgleptes signatus) - SU
UTOBmarm - Marbled Death-watch Beetle (Utobium marmoratum) - SU
UVARfall - Madison Predaceous Diving Beetle (Uvarus falli) - SU
VANOwick - Wickham's Ant-like Leaf Beetle (Vanonus wickhami) - S5
VRILlaur - Laurentian Death-watch Beetle (Vrilletta laurentina) - SU
XANTlute - Elm Leaf Beetle (Xanthogaleruca luteola) - SNA
XANTline - Linear Rove Beetle (Xantholinus linearis) - SNA
XANTdece - Ten-spotted Oval Leaf Beetle (Xanthonia decemnotata) - S5
XENOrefl - Guest Minute Rove Beetle (Xenodusa reflexa) - SU
XESTgasp - Gasp� Death-watch Beetle (Xestobium gaspensis) - SU
XESTtibi - Rocky Mountain Long-horned Beetle (Xestoleptura tibialis) - S4
XESTlugu - Plaintive Harp Ground Beetle (Xestonotus lugubris) - S3
XYLEatte - Attenuated Bark Weevil (Xyleborinus attenuatus) - SNA
XYLEsaxe - Fruit-tree Pinhole Borer (Xyleborinus saxesenii) - SNA
XYLEamer - America Bark Weevil (Xylechinus americanus) - S3
XYLIlaev - Pale False Darkling Beetle (Xylita laevigata) - S4
XYLOsape - Decaying Darkling Beetle (Xylopinus saperdoides) - SU
XYLOgerm - Black Stem Borer (Xylosandrus germanus) - SNA
XYLOpoli - Polished Bark Weevil (Xyloterinus politus) - S5
XYLOanno - Grizzled Zebra Borer (Xylotrechus annosus) - SU
XYLOcolo - Rustic Borer (Xylotrechus colonus) - SU
XYLOinte - Intact Long-horned Beetle (Xylotrechus integer) - SU
XYLOquad - Birch Long-horned Beetle (Xylotrechus quadrimaculatus) - SU
XYLOsagi - Sagittate Long-horned Beetle (Xylotrechus sagittatus) - SU
XYLOundu - Spruce Zebra Beetle (Xylotrechus undulatus) - S5
ZENOsang - Blood-red Checkered Beetle (Zenodosus sanguineus) - S5
ZEUGabno - Strange Megalopodid Leaf Beetle (Zeugophora abnormis) - SU
ZEUGvari - Variable Megalopodid Leaf Beetle (Zeugophora varians) - S3
ZILOhisp - Bristly False Darkling Beetle (Zilora hispida) - SU
ZONApall - Pale Ant-like Leaf Beetle (Zonantes pallidus) - SU
ZOROmels - Four-banded Click Beetle (Zorochros melsheimeri) - SU
ZYRAobli - Oblique Minute Rove Beetle (Zyras obliquus) - SU
ANISmari - Maritime Earwig (Anisolabis maritima) - SNR
DORUtaen - Lined Earwig (Doru taeniatum) - SNA
FORFauri - European Earwig (Forficula auricularia) - SNA
LABImino - Lesser Earwig (Labia minor) - SNA
AAGAlong - a chironomid fly (Aagaardia longicalcis) - SU
AAGAsive - a midge (Aagaardia sivertseni) - SU
ABLAaspe - a midge (Ablabesmyia aspera) - SU
ACANalbi - a dung fly (Acanthocnema albibarba) - SU
ACARnigr - a fly (Acartophthalmus nigrinus) - SU
ACRObima - a small-headed fly (Acrocera bimaculata) - SU
ACTIviri - a soldier fly (Actina viridis) - SU
ADIAcine - a fly (Adia cinerella) - SU
OCHLabse - Serrated Mosquito (Aedes abserratus) - SU
OCHLcana - Woodland Pool Mosquito (Aedes canadensis) - S5
OCHLcant - Brown Saltmarsh Mosquito (Aedes cantator) - S5
AEDEcine - Ashy Mosquito (Aedes cinereus) - S5
OCHLcomm - Snow Mosquito (Aedes communis) - S5
OCHLdian - Long-antennaed Mosquito (Aedes diantaeus) - SU
OCHLdors - Summer Saltmarsh Mosquito (Aedes dorsalis) - SNA
OCHLeued - Well-shaped Mosquito (Aedes euedes) - SNA
OCHLexcr - Woodland Mosquito (Aedes excrucians) - S5
OCHLfitc - Fitch's Ditch Mosquito (Aedes fitchii) - SU
OCHLimpl - Confusing Mosquito (Aedes implicatus) - SNA
OCHLintr - Intruding Mosquito (Aedes intrudens) - SU
OCHLprov - Provoking Mosquito (Aedes provocans) - SU
OCHLpunc - Puncturing Mosquito (Aedes punctor) - S5
OCHLripa - Riparian Mosquito (Aedes riparius) - SU
OCHLsoll - Eastern Saltmarsh Mosquito (Aedes sollicitans) - S4S5
OCHLstic - Floodwater Mosquito (Aedes sticticus) - SNA
OCHLstim - Woodland Mosquito (Aedes stimulans) - SU
OCHLtris - Striped Mosquito (Aedes triseriatus) - S5
AEDIvexa - Inland Floodwater Mosquito (Aedimorphus vexans) - S4S5
AGRIhous - a flesh fly (Agria housei) - SU
ALLIangu - a short-horned fly (Alliopsis angustitarsis) - SU
ALLIsilv - a short-horned fly (Alliopsis silvestris) - SU
ALLOnans - a midge (Allocladius nanseni) - SU
ALLObrev - a soldier fly (Allognosta brevicornis) - SU
ALLOfusc - a soldier fly (Allognosta fuscitarsis) - SU
ALLOobsc - a soldier fly (Allognosta obscuriventris) - SU
ALLOexot - Exotic Streaktail (Allograpta exotica) - SNA
ALLOobli - Common Oblique Syrphid (Allograpta obliqua) - SU
ALLOduda - a fly (Allopiophila dudai) - SU
ALLOlute - a fly (Allopiophila luteata) - SU
ALLOvulg - a fly (Allopiophila vulgaris) - SU
ALLUbell - a biting midge (Alluaudomyia bella) - SU
ALLUmega - a biting midge (Alluaudomyia megaparamera) - SU
ALLUpara - a biting midge (Alluaudomyia paraspina) - SU
ALLUparv - a biting midge (Alluaudomyia parva) - SU
AMOBauri - a flesh fly (Amobia aurifrons) - SU
ANASanau - Moon-shaped Swamp Fly (Anasimyia anausis) - SU
ANASchry - a hoverfly (Anasimyia chrysostoma) - SU
ANASdist - a hoverfly (Anasimyia distincta) - SNA
ANDRamer - a solitary midge (Androprosopa americana) - SU
ANOPearl - Earle's Mosquito (Anopheles earlei) - SU
ANOPpunc - Spot-winged Malaria Mosquito (Anopheles punctipennis) - SU
ANOPwalk - Permanent Marsh Mosquito (Anopheles walkeri) - SU
ANTHmime - a short-horned fly (Anthomyia mimetica) - SU
ANTHnodu - a short-horned fly (Anthomyia nodulosa) - SU
ANTHocul - a short-horned fly (Anthomyia oculifera) - SU
ANTHpluv - a short-horned fly (Anthomyia pluvialis) - SNA
ANTHproc - a short-horned fly (Anthomyia procellaris) - SU
ANTHdich - an anthomyzid fly (Anthomyza dichroa) - SU
ANTHgibb - an anthomyzid fly (Anthomyza gibbiger) - SU
ANTHgilv - an anthomyzid fly (Anthomyza gilviventris) - SU
ANTHmcal - an anthomyzid fly (Anthomyza mcalpinei) - SU
ANTHoblo - an anthomyzid fly (Anthomyza oblonga) - SU
ANTHpeng - an anthomyzid fly (Anthomyza pengellyi) - SU
ANTHshew - an anthomyzid fly (Anthomyza shewelli) - SU
ANTHsylv - an anthomyzid fly (Anthomyza sylvatica) - SU
ANTHtenu - an anthomyzid fly (Anthomyza tenuis) - SU
ANTHvulg - an anthomyzid fly (Anthomyza vulgaris) - SU
ANTHanal - Georgian Bee Fly (Anthrax analis) - SU
ANTHirro - Spotted Bee Fly (Anthrax irroratus) - SU
ANTIrobi - a marsh fly (Anticheta robiginosa) - SU
ARGAbivi - an anthomyzid fly (Arganthomyza bivittata) - SU
ARGAcarb - an anthomyzid fly (Arganthomyza carbo) - SU
ARGAdupl - an anthomyzid fly (Arganthomyza duplex) - SU
ARGAvitt - an anthomyzid fly (Arganthomyza vittipennis) - SU
ATRIjamn - a biting midge (Atrichopogon jamnbacki) - SU
ATRIminu - a biting midge (Atrichopogon minutus) - SU
ATYLbico - Two-coloured Horse Fly (Atylotus bicolor) - SU
ATYLdupl - Divided Horse Fly (Atylotus duplex) - SU
ATYLhyal - Clear-winged Horse Fly (Atylotus hyalicosta) - SU
ATYLpalu - Marsh Horse Fly (Atylotus palus) - SU
ATYLspha - Sphagnum Horse Fly (Atylotus sphagnicolus) - SU
ATYLthor - Hairy-thoraxed Horse Fly (Atylotus thoracicus) - SU
AULAneol - a fly (Aulacigaster neoleucopeza) - SU
AZELcili - a house fly (Azelia cilipes) - SU
AZELgibb - a house fly (Azelia gibbera) - SU
BACCcogn - Common Dainty (Baccha cognata) - SU
BERIfusc - a soldier fly (Beris fuscipes) - SU
BERIstro - a soldier fly (Beris strobli) - SU
BEZZbivi - a biting midge (Bezzia bivittata) - SU
BEZZcirc - a biting midge (Bezzia circumdata) - SU
BEZZexpo - a biting midge (Bezzia expolita) - SU
BEZZfasc - a biting midge (Bezzia fascispinosa) - SU
BEZZnobi - a midge (Bezzia nobilis) - SU
BIBIslos - a march fly (Bibio slossonae) - SU
BIBIvest - a march fly (Bibio vestitus) - SU
BIBIxant - a march fly (Bibio xanthopus) - SU
BLAEfalc - a grasshopper maggot (Blaesoxipha falciformis) - SU
BLAEkyrt - a grasshopper maggot (Blaesoxipha kyrtonidion) - SU
BLERanal - Orange-tailed Wood Fly (Blera analis) - SU
BLERarmi - Orange-faced Wood Fly (Blera armillata) - SU
BLERbadi - Common Wood Fly (Blera badia) - SU
BLERconf - Confusing Wood Fly (Blera confusa) - SU
BLERnigr - Golden-haired Wood Fly (Blera nigra) - SU
BOETcimb - a flesh fly (Boettcheria cimbicis) - SU
BOETlati - a flesh fly (Boettcheria latisterna) - SU
BOMBmajo - Large Bee Fly (Bombylius major) - S5
BOMBmexi - Mexican Bee Fly (Bombylius mexicanus) - SU
BOMBpygm - Pygmy Bee Fly (Bombylius pygmaeus) - S5
BOMBvali - a Bee Fly (Bombylius validus) - SNA
BOREpers - a true fly (Boreochlus persimilis) - SU
BRACcaes - Plain-winged Sapeater (Brachyopa caesariata) - SU
BRACdive - Pale-banded Sapeater (Brachyopa diversa) - SU
BRACflav - Yellow Sapeater (Brachyopa flavescens) - SU
BRACnota - Bald-striped Sapeater (Brachyopa notata) - SU
BRACperp - Hairy-striped Sapeater (Brachyopa perplexa) - SU
BRACpunc - a flower fly (Brachyopa punctipennis) - SNA
BRACoaru - Eastern Catkin Fly (Brachypalpus oarus) - SU
BRYOicte - a midge (Bryophaenocladius ictericus) - SU
CALLmont - a blow fly (Calliphora montana) - SU
CALLvici - a blow fly (Calliphora vicina) - SU
CALLvomi - a blow fly (Calliphora vomitoria) - SU
CALLvelu - a fly (Callomyia velutina) - SU
CALOtetr - a soldier fly (Caloparyphus tetraspilus) - SU
CAMPalbi - a fruit fly (Campiglossa albiceps) - SU
CEPHhard - a big-headed fly (Cephalops hardyi) - SU
CEPHpall - a big-headed fly (Cephalops pallidivittipes) - SU
CEPHpall - a big-headed fly (Cephalops pallipes) - SU
CEPHappe - a big-headed fly (Cephalosphaera appendiculata) - SU
CEPHphob - a warble fly (Cephenemyia phobifer) - SU
CERAabst - a biting midge (Ceratopogon abstrusus) - SU
CERAmult - a biting midge (Ceratopogon multisetosus) - SU
CETEelon - a frit fly (Cetema elongata) - SU
CHAEmass - a picture-winged fly (Chaetopsis massyla) - SU
CHALanom - a flower fly (Chalcosyrphus anomalus) - SU
CHALanth - Yellow-banded Forest Fly (Chalcosyrphus anthreas) - SU
CHALcurv - Yellow-haltered Forest Fly (Chalcosyrphus curvaria) - SU
CHALinar - a flower fly (Chalcosyrphus inarmatus) - SU
CHALlibo - Long-haired Forest Fly (Chalcosyrphus libo) - SU
CHALnemo - a flower fly (Chalcosyrphus nemorum) - SU
CHALpige - Short-haired Forest Fly (Chalcosyrphus piger) - SU
CHALples - Black-hipped Forest Fly (Chalcosyrphus plesia) - SU
CHALveco - Orange-hipped Forest Fly (Chalcosyrphus vecors) - SU
CHAOamer - a phantom midge (Chaoborus americanus) - SU
CHAOpunc - a phantom midge (Chaoborus punctipennis) - SU
CHAOtriv - a phantom midge (Chaoborus trivittatus) - SU
CHASunim - a chironomid fly (Chasmatonotus unimaculatus) - SU
CHEIalbi - a flower fly (Cheilosia albitarsis) - SNA
CHEIcomo - Jack Pine Blacklet (Cheilosia comosa) - SU
CHEInigr - a flower fly (Cheilosia hunteri) - SU
CHEIlatr - Steely Pollen Fly (Cheilosia latrans) - SU
CHEIpaga - a flower fly (Cheilosia pagana) - SNA
CHEIpall - Yellow-shouldered Pollen Fly (Cheilosia pallipes) - SU
CHEIpont - Ebony Blacklet (Cheilosia pontiaca) - SU
CHEIprim - a flower fly (Cheilosia prima) - SU
CHEIrita - a flower fly (Cheilosia rita) - SU
CHEIshan - a flower fly (Cheilosia shannoni) - SU
CHEIsp17 - Arctic Blacklet (Cheilosia sp. 17-1) - SU
